hla1,hla2,sim
A__29_02,B__35_01,0.322
A__33_01,B__18_01,0.41
A__68_02,B__07_02,0.581
B__40_02,B__44_03,0.237
A__24_03,B__15_08,0.56
B__27_06,C__04_01,0.731
A__34_01,A__68_01,0.322
B__48_01,B__56_01,0.374
A__29_02,A__30_01,0.249
B__35_01,C__14_02,0.458
B__27_06,B__41_02,0.303
A__01_01,C__03_03,0.531
A__29_02,B__55_01,0.322
B__44_02,B__44_04,0.045
A__68_02,B__15_16,0.471
A__33_01,B__27_02,0.531
B__27_06,C__07_04,0.687
A__23_01,A__30_02,0.332
A__01_01,C__08_01,0.555
B__14_02,B__15_01,0.21
B__14_02,B__15_03,0.134
B__35_01,B__56_01,0.063
A__02_06,C__05_01,0.675
B__15_03,B__35_03,0.141
A__03_01,C__14_02,0.542
A__34_01,B__55_01,0.415
C__07_04,C__17_01,0.58
B__35_08,B__39_05,0.077
B__39_05,C__06_02,0.475
B__35_01,C__06_02,0.51
A__32_01,B__14_02,0.355
C__03_06,C__14_02,0.29
A__74_01,C__15_02,0.544
B__48_01,C__07_01,0.59
B__15_01,C__08_01,0.643
A__02_01,B__07_02,0.52
A__68_02,C__16_01,0.5
A__23_01,A__30_01,0.332
B__27_05,B__35_02,0.482
B__27_05,C__15_02,0.626
B__15_03,C__12_02,0.488
C__04_01,C__15_02,0.366
A__02_01,A__11_01,0.316
A__31_01,A__74_03,0.155
C__14_02,C__17_01,0.506
B__41_02,C__02_02,0.588
A__24_03,A__30_02,0.422
A__34_01,C__07_04,0.523
A__01_01,A__74_03,0.355
A__03_01,B__52_01,0.322
B__35_01,C__08_02,0.542
B__35_08,B__37_01,0.313
A__25_01,C__07_04,0.529
B__56_01,C__15_05,0.498
B__27_02,C__08_02,0.755
A__11_01,A__30_01,0.3
B__14_02,C__07_01,0.502
B__56_01,C__17_01,0.593
A__24_02,B__14_02,0.492
A__32_01,C__08_01,0.618
B__07_05,B__56_01,0.322
B__14_02,C__03_03,0.522
B__35_02,B__48_01,0.42
A__30_02,B__52_01,0.344
A__29_01,B__18_01,0.385
A__11_01,A__68_01,0.319
A__34_01,B__40_01,0.616
A__11_01,A__24_02,0.377
B__15_16,C__14_02,0.49
C__02_02,C__03_04,0.344
B__15_16,C__03_03,0.567
B__40_01,C__12_02,0.593
A__24_02,B__13_02,0.498
A__68_02,C__07_01,0.55
A__02_01,C__08_01,0.608
B__27_02,C__07_04,0.678
B__18_01,B__39_05,0.21
A__26_01,B__40_01,0.637
A__29_01,B__15_03,0.352
A__11_01,C__08_01,0.631
B__35_08,C__07_02,0.488
A__32_01,C__01_02,0.548
A__68_01,C__12_03,0.52
B__13_02,C__07_04,0.651
B__07_02,B__08_01,0.219
A__30_02,B__44_05,0.48
B__27_05,B__35_03,0.427
A__02_01,C__17_01,0.623
C__02_02,C__06_02,0.214
B__14_02,B__41_02,0.382
A__34_01,C__15_05,0.559
B__37_01,B__57_01,0.224
A__33_01,C__06_02,0.48
B__18_01,B__44_03,0.338
A__24_02,C__17_01,0.687
B__15_03,B__52_01,0.118
B__41_02,C__05_01,0.743
C__05_01,C__08_02,0.118
B__27_02,B__48_01,0.322
A__02_06,A__31_01,0.361
A__02_01,B__15_01,0.484
B__40_02,C__06_02,0.632
A__03_01,A__33_01,0.363
A__68_01,A__74_03,0.385
B__07_02,C__05_01,0.724
B__44_03,C__06_02,0.56
B__13_02,C__08_01,0.738
A__03_01,A__11_01,0.245
B__35_03,B__40_02,0.392
A__02_06,C__12_03,0.504
A__33_01,B__13_02,0.51
B__48_01,C__03_03,0.722
B__40_01,C__08_02,0.671
B__27_02,C__17_01,0.672
A__02_06,B__55_01,0.415
A__68_02,C__15_02,0.571
A__26_01,B__15_15,0.471
B__37_01,C__03_04,0.608
B__15_01,C__03_04,0.593
B__14_02,B__35_02,0.11
B__08_01,B__44_05,0.358
A__03_01,B__07_02,0.422
A__74_01,B__15_01,0.382
A__11_01,B__55_01,0.363
A__01_01,A__30_02,0.341
A__25_01,C__15_02,0.551
B__55_01,B__56_01,0.063
C__03_06,C__08_01,0.335
B__15_03,B__44_02,0.29
A__26_01,C__08_02,0.578
B__13_02,B__15_16,0.319
B__44_05,C__07_04,0.583
A__03_01,B__35_02,0.412
A__24_02,C__04_01,0.71
A__29_01,B__27_05,0.492
B__07_02,B__15_15,0.338
A__24_03,C__08_01,0.751
A__68_02,B__56_01,0.422
A__11_01,A__74_01,0.341
B__15_03,C__16_01,0.5
A__26_01,C__14_02,0.492
B__13_02,B__56_01,0.346
A__30_02,A__68_02,0.46
A__29_01,B__14_02,0.349
A__03_01,B__14_02,0.358
B__40_02,C__08_02,0.693
B__07_02,C__17_01,0.631
B__40_02,B__56_01,0.387
B__40_02,B__52_01,0.361
A__02_06,B__14_02,0.407
B__27_02,B__44_05,0.279
A__02_06,C__03_03,0.595
A__26_01,B__40_02,0.62
B__27_02,B__57_01,0.374
A__74_03,B__37_01,0.31
A__25_01,B__35_01,0.412
C__08_01,C__15_05,0.355
A__31_01,C__05_01,0.701
B__35_02,B__56_01,0.11
A__02_06,A__74_01,0.39
A__68_01,C__07_02,0.518
A__29_01,B__40_01,0.496
A__29_01,A__31_01,0.224
A__24_02,A__29_02,0.477
A__01_01,B__27_06,0.518
A__68_02,C__03_04,0.569
A__24_03,A__74_01,0.39
B__15_01,C__03_06,0.628
B__18_01,C__15_02,0.551
A__02_06,C__01_02,0.542
B__15_08,C__15_05,0.546
B__27_05,C__05_01,0.796
A__25_01,C__03_06,0.557
A__03_01,A__68_01,0.352
A__25_01,B__15_01,0.531
B__15_08,B__52_01,0.253
B__15_08,B__57_01,0.219
C__07_01,C__07_04,0.307
C__08_02,C__14_02,0.379
C__06_02,C__12_02,0.179
A__02_06,A__33_01,0.319
B__57_01,C__02_02,0.562
A__23_01,C__05_01,0.732
A__26_01,A__31_01,0.445
B__15_08,C__04_01,0.602
A__32_01,B__15_01,0.385
A__01_01,A__33_01,0.286
B__15_03,C__15_05,0.494
B__07_05,C__05_01,0.671
A__25_01,B__48_01,0.663
A__31_01,C__03_03,0.597
A__02_06,B__15_16,0.46
B__13_02,C__05_01,0.791
A__11_01,B__35_02,0.385
A__31_01,B__08_01,0.344
A__68_02,C__15_05,0.562
B__52_01,C__08_01,0.583
A__25_01,C__06_02,0.486
A__29_01,B__15_15,0.422
B__15_15,B__44_03,0.297
B__15_16,C__08_02,0.605
A__02_06,B__18_01,0.465
B__08_01,C__17_01,0.605
C__02_02,C__12_03,0.21
B__08_01,B__18_01,0.313
A__01_01,B__15_03,0.355
A__34_01,C__03_04,0.553
B__15_01,B__27_02,0.361
C__08_02,C__15_02,0.387
B__15_08,B__39_05,0.205
A__24_02,A__33_01,0.533
A__01_01,C__16_01,0.456
B__37_01,C__04_01,0.637
B__15_08,C__07_04,0.562
A__02_06,B__57_01,0.486
B__40_01,C__03_06,0.707
A__31_01,B__40_02,0.422
A__03_01,A__30_02,0.303
C__04_01,C__17_01,0.431
A__03_01,B__40_01,0.48
B__41_02,C__08_02,0.697
B__56_01,C__16_01,0.463
A__02_06,B__13_02,0.533
B__35_02,B__55_01,0.118
B__15_15,C__03_04,0.559
B__39_05,C__04_01,0.533
A__30_02,B__39_05,0.417
A__32_01,C__12_03,0.49
B__52_01,C__01_02,0.522
A__74_01,B__15_03,0.319
A__31_01,B__35_03,0.363
A__31_01,B__40_01,0.49
B__18_01,C__07_01,0.557
A__30_02,B__13_02,0.449
B__15_03,C__15_02,0.494
C__03_04,C__04_01,0.412
C__03_04,C__12_03,0.307
B__44_05,B__52_01,0.31
B__37_01,C__03_03,0.615
B__07_02,B__35_03,0.344
B__44_02,B__51_01,0.303
C__02_02,C__16_01,0.237
A__34_01,C__03_03,0.564
B__15_15,B__35_08,0.232
A__74_03,B__15_08,0.427
B__39_05,C__14_02,0.42
A__02_06,A__30_01,0.4
A__25_01,C__17_01,0.654
B__52_01,C__14_02,0.498
B__15_15,C__02_02,0.55
B__37_01,C__08_02,0.659
A__02_01,A__30_01,0.4
B__15_16,B__41_02,0.385
B__55_01,C__05_01,0.602
A__26_01,B__35_01,0.415
B__35_02,C__06_02,0.473
A__29_02,A__34_01,0.31
B__15_01,B__44_02,0.293
B__52_01,C__07_04,0.546
A__03_01,B__44_02,0.438
A__74_01,C__14_02,0.562
B__15_01,B__56_01,0.224
B__15_03,B__48_01,0.303
C__06_02,C__12_03,0.173
B__35_03,C__07_04,0.529
A__31_01,A__32_01,0.195
A__02_06,C__07_04,0.59
A__03_01,C__05_01,0.722
B__35_02,B__37_01,0.3
A__31_01,B__44_02,0.445
B__14_02,C__01_02,0.48
B__35_01,C__15_02,0.492
B__14_02,B__44_04,0.319
B__51_01,C__02_02,0.477
B__40_01,C__01_02,0.605
C__03_03,C__07_01,0.452
A__32_01,B__56_01,0.366
B__52_01,C__15_05,0.488
A__33_01,B__39_05,0.332
B__07_02,B__35_08,0.39
C__08_01,C__12_03,0.346
A__31_01,B__14_02,0.363
B__39_05,C__15_05,0.473
B__08_01,B__27_02,0.4
B__07_02,C__03_03,0.69
B__35_03,C__17_01,0.592
A__68_02,C__06_02,0.557
B__13_02,C__03_04,0.683
C__04_01,C__14_02,0.346
A__01_01,B__44_04,0.422
A__32_01,B__48_01,0.434
A__29_02,B__44_02,0.42
B__14_02,C__14_02,0.46
A__74_01,B__27_02,0.387
B__15_16,C__05_01,0.642
B__14_02,C__03_04,0.514
B__35_08,B__41_02,0.427
A__24_03,B__27_06,0.469
A__31_01,B__39_05,0.402
A__24_03,C__07_04,0.713
B__39_05,C__12_02,0.424
A__30_02,B__37_01,0.349
B__07_02,B__13_02,0.329
A__74_03,B__27_02,0.392
A__74_01,B__18_01,0.456
A__02_06,B__35_08,0.417
A__31_01,B__15_08,0.424
B__48_01,C__08_02,0.718
A__29_01,B__37_01,0.379
B__07_02,B__44_03,0.338
C__07_02,C__08_02,0.471
A__34_01,B__57_01,0.492
A__30_01,B__07_02,0.445
B__07_05,B__44_02,0.319
A__68_01,B__52_01,0.447
B__07_02,B__15_03,0.29
A__23_01,A__33_01,0.454
B__08_01,B__15_01,0.283
A__02_06,A__30_02,0.407
A__11_01,B__15_08,0.427
B__07_05,B__27_06,0.405
B__27_02,B__35_08,0.488
A__74_03,C__08_01,0.663
A__29_01,B__48_01,0.488
B__18_01,B__51_01,0.219
B__07_02,B__14_02,0.338
B__51_01,C__07_01,0.488
B__44_04,B__55_01,0.316
A__33_01,C__07_04,0.518
B__51_01,C__05_01,0.59
B__41_02,B__44_02,0.253
B__56_01,C__06_02,0.514
A__24_02,A__31_01,0.436
A__23_01,B__41_02,0.452
B__07_02,B__56_01,0.338
A__24_02,B__35_03,0.508
A__30_02,B__44_02,0.48
A__25_01,C__02_02,0.555
A__74_01,B__52_01,0.322
A__74_01,C__12_03,0.539
A__33_01,C__03_03,0.523
B__14_02,B__37_01,0.214
B__35_01,B__41_02,0.39
A__24_02,B__52_01,0.424
A__32_01,B__52_01,0.3
A__23_01,A__31_01,0.346
A__25_01,B__40_01,0.64
A__02_01,C__15_05,0.54
B__15_01,B__44_05,0.293
B__48_01,C__14_02,0.632
A__30_01,C__12_03,0.51
B__40_01,C__03_04,0.687
A__31_01,C__14_02,0.54
B__27_02,B__51_01,0.395
B__27_02,B__44_03,0.279
B__15_01,C__02_02,0.551
A__30_01,C__16_01,0.522
A__24_02,B__51_01,0.48
A__30_02,B__57_01,0.405
C__02_02,C__05_01,0.39
C__07_01,C__14_02,0.349
A__29_02,B__44_05,0.417
B__08_01,B__55_01,0.237
A__02_06,A__03_01,0.338
A__24_03,B__35_03,0.51
B__07_02,B__40_02,0.265
A__68_02,B__15_01,0.523
B__15_15,B__48_01,0.379
B__14_02,B__27_05,0.42
B__35_08,C__07_04,0.51
B__40_01,B__51_01,0.385
B__15_03,B__40_01,0.346
A__68_01,C__03_04,0.592
A__24_02,B__44_03,0.557
B__15_08,B__44_04,0.297
C__08_01,C__17_01,0.469
A__31_01,C__12_03,0.512
C__01_02,C__12_03,0.141
B__27_02,C__02_02,0.621
A__11_01,B__07_05,0.492
A__11_01,B__39_05,0.387
B__14_02,C__15_02,0.5
B__39_05,C__17_01,0.578
B__40_02,C__07_01,0.571
A__23_01,B__35_08,0.49
A__03_01,A__31_01,0.276
A__68_01,C__05_01,0.691
A__26_01,B__37_01,0.535
B__35_02,C__12_03,0.417
C__03_04,C__12_02,0.313
B__56_01,C__14_02,0.458
B__07_05,B__15_03,0.3
B__08_01,B__40_01,0.297
A__68_01,B__44_05,0.506
A__29_01,B__44_02,0.434
B__57_01,C__03_03,0.624
B__15_01,B__35_01,0.232
A__29_02,B__52_01,0.316
A__74_03,C__07_02,0.514
A__33_01,C__16_01,0.434
B__35_08,C__15_02,0.469
B__15_08,C__15_02,0.546
B__44_03,C__03_06,0.62
A__74_01,C__15_05,0.539
B__56_01,C__05_01,0.607
B__35_03,B__56_01,0.063
B__41_02,C__06_02,0.626
B__27_06,C__16_01,0.693
A__31_01,C__12_02,0.516
A__74_03,C__06_02,0.588
A__23_01,C__12_03,0.574
A__33_01,B__44_04,0.429
A__29_02,C__08_02,0.585
A__03_01,C__12_03,0.54
B__18_01,B__27_02,0.458
B__55_01,C__03_03,0.514
B__27_05,B__44_03,0.272
A__25_01,A__33_01,0.279
B__37_01,B__52_01,0.118
B__37_01,C__07_04,0.597
B__37_01,B__40_02,0.369
A__30_02,B__44_04,0.484
B__35_08,B__44_05,0.332
B__44_02,C__16_01,0.56
A__24_03,B__27_05,0.471
B__15_03,B__51_01,0.161
B__44_02,B__55_01,0.313
A__31_01,B__07_02,0.434
A__03_01,A__32_01,0.283
B__35_02,B__44_02,0.329
A__68_02,B__13_02,0.598
B__13_02,B__40_01,0.397
A__26_01,B__39_05,0.397
A__30_02,B__27_02,0.467
B__07_05,B__14_02,0.326
C__04_01,C__07_02,0.46
A__33_01,B__07_02,0.494
A__02_01,B__15_03,0.431
A__68_01,C__03_03,0.598
B__57_01,C__05_01,0.701
B__40_01,C__05_01,0.709
A__30_01,C__02_02,0.49
C__03_06,C__07_04,0.427
A__02_01,A__24_02,0.431
B__15_15,C__15_05,0.551
A__01_01,C__08_02,0.56
B__18_01,C__03_04,0.553
A__29_01,A__30_01,0.279
B__15_15,B__57_01,0.224
A__30_02,C__03_04,0.585
B__13_02,B__55_01,0.329
A__26_01,B__15_03,0.492
B__15_15,B__40_01,0.369
A__02_06,B__27_06,0.593
A__74_03,B__14_02,0.369
B__15_16,B__40_01,0.385
A__30_02,C__17_01,0.68
B__27_05,C__12_02,0.666
A__33_01,A__68_02,0.319
B__27_05,B__41_02,0.286
B__35_03,C__07_01,0.5
B__13_02,C__15_02,0.621
A__11_01,C__15_02,0.553
A__24_03,A__26_01,0.677
A__01_01,B__48_01,0.506
A__30_01,C__14_02,0.514
A__30_01,B__40_02,0.427
B__14_02,B__44_03,0.313
B__27_05,B__57_01,0.379
A__03_01,C__07_02,0.555
B__13_02,B__15_08,0.303
B__15_08,B__51_01,0.224
A__32_01,C__12_02,0.492
A__29_02,C__01_02,0.51
B__08_01,B__27_05,0.405
B__51_01,C__03_03,0.522
B__07_05,C__04_01,0.65
A__31_01,C__15_02,0.52
A__68_02,B__51_01,0.449
B__07_05,B__35_08,0.349
B__18_01,C__14_02,0.514
B__07_05,B__52_01,0.319
A__23_01,B__44_04,0.516
B__39_05,B__44_03,0.3
A__74_03,C__15_02,0.542
B__07_02,C__02_02,0.59
B__07_02,B__48_01,0.1
A__31_01,B__27_05,0.436
A__23_01,A__34_01,0.59
A__29_01,C__15_02,0.486
A__02_01,B__40_01,0.537
B__55_01,C__12_02,0.456
A__24_02,A__68_02,0.518
A__30_02,C__06_02,0.6
A__74_03,B__35_03,0.371
A__31_01,B__48_01,0.443
B__27_05,B__40_01,0.387
A__74_01,C__06_02,0.593
B__44_05,C__03_04,0.588
A__24_02,B__41_02,0.51
B__13_02,C__02_02,0.616
A__26_01,B__27_05,0.665
B__27_05,B__56_01,0.434
A__32_01,B__51_01,0.332
A__33_01,A__68_01,0.283
B__55_01,C__15_05,0.484
B__48_01,C__03_06,0.748
B__27_06,B__48_01,0.319
A__68_02,B__40_01,0.592
B__48_01,B__52_01,0.326
C__03_04,C__07_01,0.44
B__55_01,C__08_02,0.548
B__35_02,C__03_06,0.494
A__01_01,B__44_03,0.422
B__13_02,C__03_06,0.718
B__40_02,C__07_02,0.615
B__37_01,C__15_02,0.551
A__74_01,B__55_01,0.369
A__03_01,C__16_01,0.551
B__27_06,B__35_03,0.445
B__07_02,C__03_06,0.714
A__68_01,C__06_02,0.571
B__07_05,C__03_06,0.672
C__02_02,C__07_02,0.3
A__30_02,A__34_01,0.445
A__74_01,B__07_05,0.447
C__03_06,C__15_05,0.341
B__35_08,C__03_03,0.48
A__29_01,C__08_01,0.58
B__15_01,B__55_01,0.21
B__56_01,C__08_01,0.537
A__68_01,B__40_02,0.531
A__26_01,B__35_08,0.387
B__18_01,C__06_02,0.559
A__24_02,C__16_01,0.645
B__15_01,C__01_02,0.551
A__25_01,B__13_02,0.61
A__02_06,A__29_01,0.316
A__32_01,A__68_01,0.392
A__30_01,B__15_16,0.4
B__51_01,C__16_01,0.477
A__32_01,B__18_01,0.436
C__03_04,C__16_01,0.319
A__02_06,A__11_01,0.316
A__24_03,B__41_02,0.51
B__15_01,B__18_01,0.276
B__35_03,C__12_02,0.454
A__74_03,C__07_01,0.463
A__24_03,B__14_02,0.494
B__56_01,C__07_04,0.527
A__23_01,B__27_06,0.427
B__40_01,C__03_03,0.694
C__05_01,C__15_02,0.387
A__74_01,C__07_02,0.525
B__35_08,B__40_02,0.431
A__03_01,A__24_03,0.276
B__41_02,C__01_02,0.616
B__15_03,C__07_01,0.488
A__11_01,C__03_04,0.574
A__23_01,B__37_01,0.338
A__01_01,C__02_02,0.486
A__01_01,B__37_01,0.369
B__13_02,B__27_05,0.349
A__29_01,B__39_05,0.358
A__03_01,A__74_03,0.241
A__29_02,C__12_03,0.447
A__74_01,B__35_02,0.42
A__30_01,C__06_02,0.548
B__14_02,C__02_02,0.5
B__41_02,C__14_02,0.585
B__27_02,C__08_01,0.74
B__35_03,B__40_01,0.382
B__15_08,B__40_01,0.366
B__27_06,C__03_04,0.716
A__30_01,B__35_03,0.352
B__27_05,B__52_01,0.338
B__35_02,B__41_02,0.417
B__15_16,C__08_01,0.592
C__07_02,C__14_02,0.293
B__27_06,C__12_02,0.678
A__34_01,B__44_05,0.486
B__51_01,C__04_01,0.539
A__68_01,B__27_02,0.588
A__02_06,B__15_08,0.482
B__18_01,B__41_02,0.42
A__02_06,C__07_02,0.516
B__13_02,C__17_01,0.654
A__30_02,B__51_01,0.371
A__29_01,C__14_02,0.488
B__44_02,C__07_01,0.553
B__35_02,C__17_01,0.576
B__15_03,B__18_01,0.241
A__32_01,A__68_02,0.449
B__41_02,C__15_05,0.59
B__35_02,C__12_02,0.422
A__29_01,A__74_03,0.249
C__03_04,C__15_05,0.332
A__02_06,B__27_02,0.578
B__07_05,B__18_01,0.349
B__14_02,B__15_16,0.253
A__25_01,B__55_01,0.431
B__13_02,B__44_02,0.397
A__29_02,C__15_05,0.467
A__68_01,B__15_08,0.473
B__35_03,B__52_01,0.167
C__07_04,C__08_02,0.39
B__15_15,B__27_05,0.431
B__13_02,C__12_02,0.623
B__27_05,B__37_01,0.307
B__13_02,C__08_02,0.751
C__03_06,C__15_02,0.346
B__08_01,B__52_01,0.253
B__41_02,B__56_01,0.387
C__03_06,C__17_01,0.593
A__26_01,C__05_01,0.628
B__35_02,B__44_05,0.329
B__35_03,B__55_01,0.063
B__14_02,C__08_01,0.548
A__24_02,A__74_01,0.392
B__15_16,B__35_08,0.261
A__02_01,A__74_03,0.39
A__26_01,B__27_02,0.665
A__02_01,B__27_02,0.58
B__15_16,B__44_05,0.29
A__30_02,C__16_01,0.564
B__07_05,B__15_08,0.316
B__55_01,C__03_06,0.535
B__35_01,B__44_02,0.316
B__15_15,C__03_06,0.588
B__51_01,B__56_01,0.141
A__25_01,B__44_04,0.508
A__23_01,C__01_02,0.6
A__24_02,C__08_01,0.747
A__03_01,B__15_08,0.422
B__37_01,B__39_05,0.313
A__31_01,C__17_01,0.592
A__25_01,B__18_01,0.486
C__01_02,C__03_06,0.286
B__37_01,C__01_02,0.59
B__35_02,C__08_02,0.504
A__11_01,B__08_01,0.369
B__18_01,B__48_01,0.395
A__02_01,B__44_05,0.514
B__57_01,C__07_04,0.592
B__40_01,B__56_01,0.377
B__35_03,B__51_01,0.126
A__29_01,A__68_02,0.361
A__30_02,A__33_01,0.341
B__15_15,B__51_01,0.228
A__74_01,B__44_02,0.436
B__15_03,C__07_04,0.551
A__32_01,C__08_02,0.616
B__07_02,B__44_05,0.335
B__51_01,B__57_01,0.241
B__27_05,B__39_05,0.465
A__29_01,C__05_01,0.64
B__35_08,C__08_01,0.484
A__01_01,B__40_01,0.514
A__25_01,C__15_05,0.542
A__26_01,B__44_03,0.508
A__03_01,B__18_01,0.445
B__15_01,C__07_02,0.564
A__23_01,A__24_02,0.184
B__35_01,B__44_04,0.316
A__30_02,B__40_02,0.458
A__02_01,B__35_01,0.415
B__35_08,B__56_01,0.118
A__29_02,C__03_06,0.571
B__35_02,B__35_08,0.045
B__27_06,C__15_05,0.636
B__35_02,C__05_01,0.557
A__01_01,B__15_15,0.405
B__15_01,B__39_05,0.253
B__44_05,C__02_02,0.551
B__35_02,C__08_01,0.492
A__68_01,B__27_05,0.59
B__40_02,B__57_01,0.377
A__24_03,C__02_02,0.615
A__02_06,A__26_01,0.4
B__27_02,B__27_05,0.045
A__01_01,B__27_02,0.496
B__44_04,C__02_02,0.544
B__35_01,C__05_01,0.598
A__68_01,B__44_02,0.51
B__35_03,C__05_01,0.603
B__44_03,B__44_04,0.045
B__07_05,B__57_01,0.319
C__03_04,C__08_02,0.374
B__35_08,C__16_01,0.424
B__18_01,B__56_01,0.19
A__68_02,B__52_01,0.473
B__07_05,B__41_02,0.219
A__02_06,A__29_02,0.329
B__07_02,C__08_02,0.68
B__40_01,C__16_01,0.607
A__26_01,B__13_02,0.623
A__29_02,B__15_15,0.397
B__44_04,C__08_02,0.621
B__52_01,B__55_01,0.141
A__33_01,B__35_02,0.329
B__15_08,B__44_03,0.297
B__07_05,C__14_02,0.551
A__30_01,B__15_08,0.424
B__15_03,B__35_01,0.141
B__07_02,B__15_01,0.286
A__29_02,C__06_02,0.494
A__29_01,C__03_06,0.569
B__15_01,C__12_02,0.529
A__32_01,C__03_04,0.592
A__29_02,B__44_03,0.415
A__29_01,C__01_02,0.512
A__33_01,C__17_01,0.573
A__02_06,A__68_02,0.148
A__23_01,B__48_01,0.427
B__27_06,C__07_01,0.595
B__44_02,C__14_02,0.537
B__48_01,C__15_05,0.629
B__27_06,B__44_03,0.303
B__15_01,C__07_01,0.535
C__12_03,C__15_02,0.21
B__44_04,C__14_02,0.523
A__34_01,C__08_02,0.605
B__35_08,B__44_04,0.326
B__15_03,C__01_02,0.52
A__74_03,B__40_02,0.395
B__35_03,C__15_02,0.494
C__16_01,C__17_01,0.477
C__03_03,C__07_02,0.407
B__35_02,B__44_04,0.322
B__37_01,C__16_01,0.569
A__02_06,B__40_02,0.516
B__40_01,B__44_05,0.313
A__24_03,C__07_01,0.583
A__26_01,B__14_02,0.429
B__14_02,B__27_02,0.417
A__30_01,B__15_03,0.322
C__02_02,C__15_05,0.089
B__57_01,C__14_02,0.557
B__51_01,C__01_02,0.486
B__44_03,C__03_03,0.593
B__35_02,C__01_02,0.436
B__44_04,C__07_04,0.574
A__02_01,B__56_01,0.407
B__18_01,C__02_02,0.548
A__11_01,B__40_01,0.533
A__74_03,C__05_01,0.731
B__14_02,B__35_08,0.126
A__24_02,B__35_01,0.514
A__68_02,B__41_02,0.569
A__26_01,B__18_01,0.484
A__34_01,B__15_15,0.452
A__26_01,C__03_04,0.531
A__30_01,C__08_01,0.612
B__44_04,C__05_01,0.659
B__35_08,C__03_06,0.488
B__35_01,B__39_05,0.118
A__34_01,C__07_02,0.46
B__18_01,B__57_01,0.31
A__32_01,C__07_01,0.436
B__27_05,C__15_05,0.628
B__51_01,C__03_06,0.535
B__14_02,C__04_01,0.566
A__25_01,C__16_01,0.488
A__29_02,B__37_01,0.344
B__44_02,B__52_01,0.31
C__03_06,C__04_01,0.4
A__26_01,C__07_01,0.516
A__02_01,C__07_02,0.512
DQA1_0301__DQB1_0303,DQA1_0401__DQB1_0402,0.44
DQA1_0301__DQB1_0502,DQA1_0501__DQB1_0301,0.488
DRA_0101__DRB1_0411,DRA_0101__DRB1_1302,0.41
DRA_0101__DRB1_0407,DRA_0101__DRB1_0803,0.346
DRA_0101__DRB1_1104,DRA_0101__DRB1_1302,0.155
DRA_0101__DRB1_0102,DRA_0101__DRB1_1601,0.228
DRA_0101__DRB1_0404,DRA_0101__DRB1_1402,0.303
DRA_0101__DRB1_0404,DRA_0101__DRB1_1302,0.377
DRA_0101__DRB1_0411,DRA_0101__DRB1_1201,0.361
DRA_0101__DRB1_0802,DRA_0101__DRB1_1407,0.279
DRA_0101__DRB1_0802,DRA_0101__DRB1_1001,0.361
DRA_0101__DRB1_0408,DRA_0101__DRB1_1101,0.387
DRA_0101__DRB1_0101,DRA_0101__DRB1_0301,0.179
DRA_0101__DRB1_0103,DRA_0101__DRB1_1401,0.412
DRA_0101__DRB1_0102,DRA_0101__DRB1_0701,0.272
DRA_0101__DRB1_1401,DRA_0101__DRB1_1402,0.173
DRA_0101__DRB1_0701,DRA_0101__DRB1_1302,0.341
DRA_0101__DRB1_1104,DRA_0101__DRB1_1202,0.184
B__27_05,C__03_04,0.701
B__07_05,B__13_02,0.369
A__29_02,C__07_02,0.436
A__23_01,C__08_01,0.697
B__15_08,B__37_01,0.293
A__24_03,B__07_02,0.502
A__26_01,B__41_02,0.593
DRA_0101__DRB1_0404,DRA_0101__DRB1_0803,0.346
B__44_02,C__15_05,0.548
DRA_0101__DRB1_0102,DRA_0101__DRB1_0401,0.19
DRA_0101__DRB1_1302,DRA_0101__DRB1_1501,0.224
DRA_0101__DRB1_0403,DRA_0101__DRB1_1001,0.319
DRA_0101__DRB1_0403,DRA_0101__DRB1_1302,0.374
DRA_0101__DRB1_0801,DRA_0101__DRB1_1302,0.155
DRA_0101__DRB1_1301,DRA_0101__DRB1_1502,0.228
DRA_0101__DRB1_0403,DRA_0101__DRB1_0901,0.286
A__02_06,A__32_01,0.379
A__29_01,B__55_01,0.344
B__37_01,B__44_05,0.344
B__56_01,C__04_01,0.564
DRA_0101__DRB1_0801,DRA_0101__DRB1_1402,0.167
A__29_02,B__15_08,0.395
B__27_06,B__40_02,0.253
DRA_0101__DRB1_0404,DRA_0101__DRB1_1502,0.316
DRA_0101__DRB1_0401,DRA_0101__DRB1_1201,0.31
DRA_0101__DRB1_0803,DRA_0101__DRB1_1001,0.346
A__26_01,B__07_05,0.595
A__24_02,A__32_01,0.395
DRA_0101__DRB1_0102,DRA_0101__DRB1_1101,0.272
A__02_01,B__07_05,0.504
DRA_0101__DRB1_0101,DRA_0101__DRB1_0803,0.237
DRA_0101__DRB1_0102,DRA_0101__DRB1_0403,0.21
DRA_0101__DRB1_0407,DRA_0101__DRB1_1201,0.346
A__23_01,B__35_02,0.482
DRA_0101__DRB1_0803,DRA_0101__DRB1_1302,0.167
DRA_0101__DRB1_0101,DRA_0101__DRB1_1402,0.184
DRA_0101__DRB1_0401,DRA_0101__DRB1_1303,0.303
C__12_02,C__15_05,0.21
A__74_01,B__40_02,0.39
DRA_0101__DRB1_0901,DRA_0101__DRB1_1601,0.488
B__15_15,C__03_03,0.566
B__07_05,C__12_03,0.542
A__68_02,B__35_01,0.427
A__33_01,C__05_01,0.613
